Uuid,Void/Retire,Same as mappings,Fully specified name:en,Fully specified name:fr,Short name:en,Short name:fr,Description:en,Description:fr,Data class,Data type,Answers,Members,_version:1,_order:1000,
130225AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,ICD-10:R62.9,Physiologically Young for Age (R62.9),Retard psychomoteur (R62.9),Physiologically Young for Age,Retard psychomoteur,,,Diagnosis,N/A,,,,,
130304AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,ICD-10:J06.0,Pharyngolaryngitis (J06.0),Laryngo-pharyngite aigue (J06.0),Pharyngolaryngitis,Laryngo-pharyngite aigue,,,Diagnosis,N/A,,,,,
130314AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,ICD-10:G54.6,Phantom Limb Syndrome (G54.6),Syndrome douloureux du membre fantome (G54.6),Phantom Limb Syndrome,Syndrome douloureux du membre fantome,,,Diagnosis,N/A,,,,,
130368AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,ICD-10:P29.3,Persistent fetal circulation (P29.3),Persistance de la circulation foetale (P29.3),Persistent fetal circulation,Persistance de la circulation foetale,,,Diagnosis,N/A,,,,,
130376AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,ICD-10:S84.1,Peroneal nerve injury (S84.1),Lesion du nerf sciatique poplite externe (S84.1),Peroneal nerve injury,Lesion du nerf sciatique poplite externe,,,Diagnosis,N/A,,,,,
130392AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,ICD-10:K66.0,Peritoneal Adhesion (K66.0),Adherences peritoneales (K66.0),Peritoneal Adhesion,Adherences peritoneales,,,Diagnosis,N/A,,,,,
130461AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,ICD-10:L71.0,Perioral Dermatitis (L71.0),Dermatite periorale (L71.0),Perioral Dermatitis,Dermatite periorale,,,Diagnosis,N/A,,,,,
130517AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,ICD-10:P54.3,Perinatal gastrointestinal haemorrhage (P54.3),Hemorragies gastro-intestinales neonatales (P54.3),Perinatal gastrointestinal haemorrhage,Hemorragies gastro-intestinales neonatales,,,Diagnosis,N/A,,,,,
130520AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,ICD-10:P54.5,Perinatal cutaneous haemorrhage (P54.5),Hemorragie cutanee neonatale (P54.5),Perinatal cutaneous haemorrhage,Hemorragie cutanee neonatale,,,Diagnosis,N/A,,,,,
130578AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,ICD-10:H72.9,Perforation Of Tympanic Membrane (H72.9),Perforation du tympan (H72.9),Perforation Of Tympanic Membrane,Perforation du tympan,,,Diagnosis,N/A,,,,,
130580AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,ICD-10:K63.1,Perforation of Intestine (K63.1),Perforation de l'intestin (non traumatique) (K63.1),Perforation of Intestine,Perforation de l'intestin (non traumatique),,,Diagnosis,N/A,,,,,
130623AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,ICD-10:L10.0,Pemphigus Vulgaris (L10.0),Pemphigus vulgaire (L10.0),Pemphigus Vulgaris,Pemphigus vulgaire,,,Diagnosis,N/A,,,,,
130625AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,ICD-10:L10.2,Pemphigus Foliaceus (L10.2),Pemphigus foliace (L10.2),Pemphigus Foliaceus,Pemphigus foliace,,,Diagnosis,N/A,,,,,
130651AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,ICD-10:K65.8,Pelvic Abscess (K65.8),Abces pelvien (K65.8),Pelvic Abscess,Abces pelvien,,,Diagnosis,N/A,,,,,
130714AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,ICD-10:Q21.1,Patent Foramen Ovale (Q21.1),Permeabilite du foramen ovale (Q21.1),Patent Foramen Ovale,Permeabilite du foramen ovale,,,Diagnosis,N/A,,,,,
130715AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,ICD-10:Q25.0,Patent ductus arteriosus (Q25.0),Permeabilite du canal arteriel (Q25.0),Patent ductus arteriosus,Permeabilite du canal arteriel,,,Diagnosis,N/A,,,,,
130765AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,ICD-10:K00.0,Hypodontia (K00.0),Hypodontie (K00.0),Hypodontia,Hypodontie,,,Diagnosis,N/A,,,,,
130792AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,ICD-10:R22.0,Parotid Swelling (R22.0),Tumefaction de la parotide (R22.0),Parotid Swelling,Tumefaction de la parotide,,,Diagnosis,N/A,,,,,
130864AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,ICD-10:I63.9,Paralytic Stroke (I63.9),"Infarctus cerebral, sans precision (I63.9)",Paralytic Stroke,"Infarctus cerebral, sans precision",,,Diagnosis,N/A,,,,,
130867AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,ICD-10:K56.0,Paralytic Ileus (K56.0),Ileus paralytique (K56.0),Paralytic Ileus,Ileus paralytique,,,Diagnosis,N/A,,,,,
130966AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,ICD-10:F41.0,Panic disorder (F41.0),Trouble panique [anxiete episodique paroxystique] (F41.0),Panic disorder,Trouble panique [anxiete episodique paroxystique],,,Diagnosis,N/A,,,,,
130967AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,ICD-10:F41.0,Panic Attack (F41.0),Attaque de panique (F41.0),Panic Attack,Attaque de panique,,,Diagnosis,N/A,,,,,
131021AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,ICD-10:N64.4,Mastodynia (N64.4),Mastodynia (N64.4),Mastodynia,Mastodynia,,,Diagnosis,N/A,,,,,
131036AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,ICD-10:M79.6,Pain in Limb (M79.6),Douleurs dans les membres (M79.6),Pain in Limb,Douleurs dans les membres,,,Diagnosis,N/A,,,,,
131518AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,ICD-10:O66.8,Obstructed Labor (O66.8),Travail dystocique (O66.8),Obstructed Labor,Travail dystocique,,,Diagnosis,N/A,,,,,
131602AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,ICD-10:H92.0,Otalgia (H92.0),Otalgie (H92.0),Otalgia,Otalgie,,,Diagnosis,N/A,,,,,
131651AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,ICD-10:M17.9,Osteoarthritis of Knee (M17.9),Osteo-arthrite du genou (M17.9),Osteoarthritis of Knee,Osteo-arthrite du genou,,,Diagnosis,N/A,,,,,
131694AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,ICD-10:R13,Oropharyngeal Dysphagia (R13),Dysphagie oropharyngee (R13),Oropharyngeal Dysphagia,Dysphagie oropharyngee,,,Diagnosis,N/A,,,,,
131791AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,ICD-10:L63.2,Ophiasis (L63.2),Ophiasis (L63.2),Ophiasis,Ophiasis,,,Diagnosis,N/A,,,,,
131804AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,ICD-10:S61.9,Open Wound of Wrist (S61.9),Plaie ouverte du poignet et de la main (S61.9),Open Wound of Wrist,Plaie ouverte du poignet et de la main,,,Diagnosis,N/A,,,,,
131818AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,ICD-10:S41.1,Open Wound of Upper Arm (S41.1),Plaie ouverte du bras (S41.1),Open Wound of Upper Arm,Plaie ouverte du bras,,,Diagnosis,N/A,,,,,
131856AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,ICD-10:S41.0,Open Wound of Shoulder Region (S41.0),Plaie ouverte de l'epaule et du bras (S41.0),Open Wound of Shoulder Region,Plaie ouverte de l'epaule et du bras,,,Diagnosis,N/A,,,,,
131865AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,ICD-10:S41.8,Open wound of scapular region (S41.8),Plaie ouverte de parties de la ceinture scapulaire (S41.8),Open wound of scapular region,Plaie ouverte de parties de la ceinture scapulaire,,,Diagnosis,N/A,,,,,
131868AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,ICD-10:S01.0,Open Wound of Scalp (S01.0),Plaie ouverte du cuir chevelu (S01.0),Open Wound of Scalp,Plaie ouverte du cuir chevelu,,,Diagnosis,N/A,,,,,
131890AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,ICD-10:S11.9,Open Wound of Neck (S11.9),Plaie ouverte du cou (S11.9),Open Wound of Neck,Plaie ouverte du cou,,,Diagnosis,N/A,,,,,
131925AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,ICD-10:S81.9,Open Wound of Lower Leg (S81.9),Plaie ouverte de la jambe (S81.9),Open Wound of Lower Leg,Plaie ouverte de la jambe,,,Diagnosis,N/A,,,,,
131958AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,ICD-10:S01.9,Open Wound of Head (S01.9),Plaie ouverte de la tete (S01.9),Open Wound of Head,Plaie ouverte de la tete,,,Diagnosis,N/A,,,,,
131977AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,ICD-10:S51.9,Open Wound of Forearm (S51.9),Plaie ouverte de l'avant-bras (S51.9),Open Wound of Forearm,Plaie ouverte de l'avant-bras,,,Diagnosis,N/A,,,,,
131984AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,ICD-10:S91.3,Open Wound of Foot (S91.3),Plaie ouverte du pied (S91.3),Open Wound of Foot,Plaie ouverte du pied,,,Diagnosis,N/A,,,,,
132338AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,ICD-10:T14.2,Open fracture (T14.2),Fracture ouverte (T14.2),Open fracture,Fracture ouverte,,,Diagnosis,N/A,,,,,
132387AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,ICD-10:B35.1,Fungal nail infection (B35.1),Infection fongique de l’ongle (B35.1),Fungal nail infection,Infection fongique de l’ongle,,,Diagnosis,N/A,,,,,
132390AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,ICD-10:L60.1,Onycholysis (L60.1),Onycholyse (L60.1),Onycholysis,Onycholyse,,,Diagnosis,N/A,,,,,
132391AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,ICD-10:L60.2,Onychogryposis (L60.2),Onychogryphose (L60.2),Onychogryposis,Onychogryphose,,,Diagnosis,N/A,,,,,
132407AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,ICD-10:P38,Omphalitis of the newborn (P38),Omphalite du nouveau-ne (P38),Omphalitis of the newborn,Omphalite du nouveau-ne,,,Diagnosis,N/A,,,,,
132425AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,ICD-10:O41.0,Oligohydramnios (O41.0),Oligoamnios (O41.0),Oligohydramnios,Oligoamnios,,,Diagnosis,N/A,,,,,
132611AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,ICD-10:F42.9,Obsessive-Compulsive Disorder (F42.9),Trouble obsessionnel-compulsif (F42.9),Obsessive-Compulsive Disorder,Trouble obsessionnel-compulsif,,,Diagnosis,N/A,,,,,
132766AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,ICD-10:I62.0,Non-traumatic subdural hemorrhage (I62.0),Hemorragie sous-durale non traumatique (I62.0),Non-traumatic subdural hemorrhage,Hemorragie sous-durale non traumatique,,,Diagnosis,N/A,,,,,
132805AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,ICD-10:E04.2,Non-Toxic Multinodular Goiter (E04.2),"Goitre non toxique, multinodulaire (E04.2)",Non-Toxic Multinodular Goiter,"Goitre non toxique, multinodulaire",,,Diagnosis,N/A,,,,,
132827AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,ICD-10:I63.9,Nonparalytic stroke (I63.9),"Infarctus cerebral, non paralysant (I63.9)",Nonparalytic stroke,"Infarctus cerebral, non paralysant",,,Diagnosis,N/A,,,,,
133010AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,ICD-10:Z03.9,No Pathologic Diagnosis (Z03.9),Aucun diagnostic pathologique (Z03.9),No Pathologic Diagnosis,Aucun diagnostic pathologique,,,Diagnosis,N/A,,,,,
133126AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,ICD-10:M79.2,Neuralgia (M79.2),Nevralgie (M79.2),Neuralgia,Nevralgie,,,Diagnosis,N/A,,,,,
133206AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,ICD-10:D39.0,Neoplasm of Uterus (D39.0),Cancer de l'endometre (D39.0),Neoplasm of Uterus,Cancer de l'endometre,,,Diagnosis,N/A,,,,,
133391AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,ICD-10:P59.0,Neonatal Jaundice Associated with Preterm Delivery (P59.0),Ictere du premature (P59.0),Neonatal Jaundice Associated with Preterm Delivery,Ictere du premature,,,Diagnosis,N/A,,,,,
133393AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,ICD-10:P39.9,Infection of Newborn (P39.9),Infection du nouveau-ne (P39.9),Infection of Newborn,Infection du nouveau-ne,,,Diagnosis,N/A,,,,,
133418AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,ICD-10:P37.5,Neonatal candidiasis (P37.5),Candidose neonatale (P37.5),Neonatal candidiasis,Candidose neonatale,,,Diagnosis,N/A,,,,,
133443AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,ICD-10:M72.6,Necrotizing Fasciitis (M72.6),Fasciite necrosante (M72.6),Necrotizing Fasciitis,Fasciite necrosante,,,Diagnosis,N/A,,,,,
133461AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,ICD-10:L92.1,Necrobiosis Lipoidica (L92.1),Necrobiose lipoïdique (L92.1),Necrobiosis Lipoidica,Necrobiose lipoïdique,,,Diagnosis,N/A,,,,,
133468AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,ICD-10:S13.6,Neck Sprain (S13.6),Entorse du cou (S13.6),Neck Sprain,Entorse du cou,,,Diagnosis,N/A,,,,,
133469AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,ICD-10:M54.2,Neck pain (M54.2),Douleur au cou (M54.2),Neck pain,Douleur au cou,,,Diagnosis,N/A,,,,,
133473AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,ICD-10:R11,Nausea and Vomiting (R11),Nausee et vomissements (R11),Nausea and Vomiting,Nausee et vomissements,,,Diagnosis,N/A,,,,,
133709AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,ICD-10:C90.0,Multiple Myeloma (C90.0),Myelome multiple (C90.0),Multiple Myeloma,Myelome multiple,,,Diagnosis,N/A,,,,,
133947AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,ICD-10:L94.0,Morphea (L94.0),Morphee (L94.0),Morphea,Morphee,,,Diagnosis,N/A,,,,,
133972AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,ICD-10:G58.9,Mononeuropathy (G58.9),Mononevrite (G58.9),Mononeuropathy,Mononevrite,,,Diagnosis,N/A,,,,,
134026AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,ICD-10:J45.9,Moderate persistent asthma (J45.9),Asthme persistant modere (J45.9),Moderate persistent asthma,Asthme persistant modere,,,Diagnosis,N/A,,,,,
134034AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,ICD-10:F80.2,Mixed Receptive-Expressive Language Disorder (F80.2),"Trouble de l'acquisition du langage, de type receptif (F80.2)",Mixed Receptive-Expressive Language Disorder,"Trouble de l'acquisition du langage, de type receptif",,,Diagnosis,N/A,,,,,
134082AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,ICD-10:I05.0,Mitral Valve Stenosis (I05.0),Stenose mitrale (I05.0),Mitral Valve Stenosis,Stenose mitrale,,,Diagnosis,N/A,,,,,
134132AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,ICD-10:L74.1,Miliaria Crystallina (L74.1),Miliaire cristalline (L74.1),Miliaria Crystallina,Miliaire cristalline,,,Diagnosis,N/A,,,,,
134161AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,ICD-10:J45.9,Mild intermittent asthma (J45.9),Asthme intermittent leger (J45.9),Mild intermittent asthma,Asthme intermittent leger,,,Diagnosis,N/A,,,,,
134213AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,ICD-10:Q02,Microcephalus (Q02),Microcephalie (Q02),Microcephalus,Microcephalie,,,Diagnosis,N/A,,,,,
134292AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,ICD-10:K00.1,Mesiodens (K00.1),Mesiodens (K00.1),Mesiodens,Mesiodens,,,Diagnosis,N/A,,,,,
134394AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,ICD-10:K92.1,Melaena (K92.1),Melaena (K92.1),Melaena,Melaena,,,Diagnosis,N/A,,,,,
134495AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,ICD-10:Q43.0,Meckel's Diverticulum (Q43.0),Diverticule de Meckel (Q43.0),Meckel's Diverticulum,Diverticule de Meckel,,,Diagnosis,N/A,,,,,
134567AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,ICD-10:A92.8,Mayaro Fever (A92.8),Fievre de Mayaro (A92.8),Mayaro Fever,Fievre de Mayaro,,,Diagnosis,N/A,,,,,
134696AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,ICD-10:F30.9,Manic episode (F30.9),Episode maniaque (F30.9),Manic episode,Episode maniaque,,,Diagnosis,N/A,,,,,
134734AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,ICD-10:C51.9,Malignant Tumor of Vulva (C51.9),Tumeur maligne de la vulve (C51.9),Malignant Tumor of Vulva,Tumeur maligne de la vulve,,,Diagnosis,N/A,,,,,
134736AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,ICD-10:C41.2,Malignant Tumor of Vertebral Column (C41.2),Tumeur maligne des rachis (C41.2),Malignant Tumor of Vertebral Column,Tumeur maligne des rachis,,,Diagnosis,N/A,,,,,
134753AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,ICD-10:C33,Malignant Tumor of Trachea (C33),Tumeur maligne de la trachee (C33),Malignant Tumor of Trachea,Tumeur maligne de la trachee,,,Diagnosis,N/A,,,,,
134756AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,ICD-10:C73,Malignant Neoplasm of Thyroid Gland (C73),Tumeur maligne de la thyroïde (C73),Malignant Neoplasm of Thyroid Gland,Tumeur maligne de la thyroïde,,,Diagnosis,N/A,,,,,
134759AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,ICD-10:C62.9,Malignant neoplasm of testis (C62.9),Tumeur maligne du testicule (C62.9),Malignant neoplasm of testis,Tumeur maligne du testicule,,,Diagnosis,N/A,,,,,
134778AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,ICD-10:C63.2,Malignant Tumor Of Scrotum (C63.2),Tumeur maligne du scrotum (C63.2),Malignant Tumor Of Scrotum,Tumeur maligne du scrotum,,,Diagnosis,N/A,,,,,
134785AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,ICD-10:C20,Malignant Tumor of Rectum (C20),Tumeur maligne du rectum (C20),Malignant Tumor of Rectum,Tumeur maligne du rectum,,,Diagnosis,N/A,,,,,
134788AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,ICD-10:C61,Malignant Tumor of Prostate (C61),Tumeur maligne de la prostate (C61),Malignant Tumor of Prostate,Tumeur maligne de la prostate,,,Diagnosis,N/A,,,,,
134800AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,ICD-10:C60.9,Malignant Tumor of Penis (C60.9),Tumeur maligne de la verge (C60.9),Malignant Tumor of Penis,Tumeur maligne de la verge,,,Diagnosis,N/A,,,,,
134802AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,ICD-10:C07,Malignant Tumor of Parotid Gland (C07),Tumeur maligne de la glande parotide (C07),Malignant Tumor of Parotid Gland,Tumeur maligne de la glande parotide,,,Diagnosis,N/A,,,,,
134804AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,ICD-10:C75.0,Malignant Tumor of Parathyroid Gland (C75.0),Tumeur maligne de glande parathyroïde (C75.0),Malignant Tumor of Parathyroid Gland,Tumeur maligne de glande parathyroïde,,,Diagnosis,N/A,,,,,
134807AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,ICD-10:C56,Malignant tumor of ovary (C56),Tumeur maligne de l'ovaire (C56),Malignant tumor of ovary,Tumeur maligne de l'ovaire,,,Diagnosis,N/A,,,,,
134829AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,ICD-10:C32.3,Malignant Tumor of Laryngeal Cartilage (C32.3),Tumeur maligne du larynx (C32.3),Malignant Tumor of Laryngeal Cartilage,Tumeur maligne du larynx,,,Diagnosis,N/A,,,,,
134838AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,ICD-10:C26.0,Malignant tumor Of intestine (C26.0),Tumeur maligne de l'intestin (C26.0),Malignant tumor Of intestine,Tumeur maligne de l'intestin,,,Diagnosis,N/A,,,,,
134848AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,ICD-10:C23,Malignant Tumor of Gallbladder (C23),Tumeur maligne de la vesicule biliaire (C23),Malignant Tumor of Gallbladder,Tumeur maligne de la vesicule biliaire,,,Diagnosis,N/A,,,,,
134888AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,ICD-10:C01,Malignant Tumor of Base of Tongue (C01),Tumeur maligne de la base de la langue (C01),Malignant Tumor of Base of Tongue,Tumeur maligne de la base de la langue,,,Diagnosis,N/A,,,,,
134892AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,ICD-10:C21.0,Malignant neoplasm of anus (C21.0),Tumeur maligne de l'anus (C21.0),Malignant neoplasm of anus,Tumeur maligne de l'anus,,,Diagnosis,N/A,,,,,
134902AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,ICD-10:C74.9,Malignant Tumor of Adrenal Gland (C74.9),Tumeur maligne de la surrenale (C74.9),Malignant Tumor of Adrenal Gland,Tumeur maligne de la surrenale,,,Diagnosis,N/A,,,,,
135092AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,ICD-10:C72.9,Malignant Neoplasm of Nervous System (C72.9),Tumeur maligne de la systeme nerveux (C72.9),Malignant Neoplasm of Nervous System,Tumeur maligne de la systeme nerveux,,,Diagnosis,N/A,,,,,
135117AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,ICD-10:C40.2,Malignant Neoplasm of Long Bones of Leg (C40.2),Os longs du membre inferieur (C40.2),Malignant Neoplasm of Long Bones of Leg,Os longs du membre inferieur,,,Diagnosis,N/A,,,,,
135118AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,ICD-10:C22.9,Malignant Neoplasm of Liver and Intrahepatic Bile Ducts (C22.9),Tumeur maligne du foie et des voies biliaires intrahepatiques (C22.9),Malignant Neoplasm of Liver and Intrahepatic Bile Ducts,Tumeur maligne du foie et des voies biliaires intrahepatiques,,,Diagnosis,N/A,,,,,
135134AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,ICD-10:C40.0,Malignant Neoplasm of Humerus (C40.0),Tumeur maligne de humerus (C40.0),Malignant Neoplasm of Humerus,Tumeur maligne de humerus,,,Diagnosis,N/A,,,,,
135141AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,ICD-10:C51.0,Malignant Neoplasm of Bartholin's Gland (C51.0),Tumeur maligne des glandes de Bartholin (C51.0),Malignant Neoplasm of Bartholin's Gland,Tumeur maligne des glandes de Bartholin,,,Diagnosis,N/A,,,,,
135225AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,ICD-10:C30.1,"Malignant Neoplasm of Auditory Tube, Middle Ear and Mastoid Air Cells (C30.1)",Tumeur maligne de l'oreille moyenne (C30.1),"Malignant Neoplasm of Auditory Tube, Middle Ear and Mastoid Air Cells",Tumeur maligne de l'oreille moyenne,,,Diagnosis,N/A,,,,,
135349AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,ICD-10:L65.8,Male Pattern Alopecia (L65.8),Alopecie androgenique (L65.8),Male Pattern Alopecia,Alopecie androgenique,,,Diagnosis,N/A,,,,,
135462AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,ICD-10:A55,Lymphogranuloma venereum (A55),Lymphogranulomatose venerienne a chlamydia (A55),Lymphogranuloma venereum,Lymphogranulomatose venerienne a chlamydia,,,Diagnosis,N/A,,,,,
135480AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,ICD-10:I89.0,Lymphedema (I89.0),Lymphoedeme (I89.0),Lymphedema,Lymphoedeme,,,Diagnosis,N/A,,,,,
135486AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,ICD-10:D18.1,Lymphangioma (D18.1),Lymphangiome (D18.1),Lymphangioma,Lymphangiome,,,Diagnosis,N/A,,,,,
135498AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,ICD-10:L51.2,"Lyell's Toxic Epidermal Necrolysis, Subepidermal Type (L51.2)",Syndrome de Lyell (L51.2),"Lyell's Toxic Epidermal Necrolysis, Subepidermal Type",Syndrome de Lyell,,,Diagnosis,N/A,,,,,
135532AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,ICD-10:S33.5,Lumbar Sprain (S33.5),Entorse du rachis lombaire (S33.5),Lumbar Sprain,Entorse du rachis lombaire,,,Diagnosis,N/A,,,,,
135585AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,ICD-10:R49.1,Loss of Voice (R49.1),Perte de la voix (R49.1),Loss of Voice,Perte de la voix,,,Diagnosis,N/A,,,,,
135728AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,ICD-10:A32.9,Listeriosis (A32.9),Listeriose (A32.9),Listeriosis,Listeriose,,,Diagnosis,N/A,,,,,
135778AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,ICD-10:L94.1,Linear Morphoea (L94.1),Sclerodermie lineaire (L94.1),Linear Morphoea,Sclerodermie lineaire,,,Diagnosis,N/A,,,,,
135809AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,ICD-10:L44.2,Lichen Striatus (L44.2),Lichen striatus (L44.2),Lichen Striatus,Lichen striatus,,,Diagnosis,N/A,,,,,
135811AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,ICD-10:L28.0,Lichen Simplex Chronicus (L28.0),Lichen simplec chronicus (L28.0),Lichen Simplex Chronicus,Lichen simplec chronicus,,,Diagnosis,N/A,,,,,
135813AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,ICD-10:L43.9,Lichen Planus (L43.9),Lichen plan (L43.9),Lichen Planus,Lichen plan,,,Diagnosis,N/A,,,,,
135814AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,ICD-10:L66.1,Lichen Planopilaris (L66.1),Lichen plano-pilaire (L66.1),Lichen Planopilaris,Lichen plano-pilaire,,,Diagnosis,N/A,,,,,
135815AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,ICD-10:L44.1,Lichen Nitidus (L44.1),Lichen nitidus (L44.1),Lichen Nitidus,Lichen nitidus,,,Diagnosis,N/A,,,,,
135830AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,ICD-10:N89.8,Leukorrhea (N89.8),Leucorrhee (N89.8),Leukorrhea,Leucorrhee,,,Diagnosis,N/A,,,,,
