id,name,categ_id/id,type,uom_id/id,uom_po_id/id,invoice_policy,lst_price,standard_price,x_concept_source,x_concept_code,x_drug_strength
init.5690d13c-595b-4e29-bc7f-711afc8e7a16,Metronidazole Co 500mg,init.categ_products_drug_orders,product,init.1513AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,init.1513AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,Ordered quantities,0.9,0.66,https://cielterminology.org,79782,500mg
init.1f17613f-0e53-4609-9856-558ed43e085d,Metronidazole Sirop 250mg,init.categ_products_drug_orders,product,init.162382AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,init.162382AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,Ordered quantities,0.5,0.45,https://cielterminology.org,79782,250mg
init.bebc4d5f-df7b-485a-9b3b-3420f536cb6f,Cotrim Co 960mg,init.categ_products_drug_orders,product,init.1513AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,init.1513AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,Ordered quantities,0.5,0.45,https://cielterminology.org,105281,960mg
init.bed41e87-9cfc-4d1f-9b44-c23732e6c162,Cotrim Sirop 240 mg/ 5 ml,init.categ_products_drug_orders,product,init.162382AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,init.162382AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,Ordered quantities,1,0.8,https://cielterminology.org,105281,240 mg/ 5 ml
init.ff3576e9-5c64-432a-9cc4-de46e808a290,Tetracycline Ophtalmique,init.categ_products_drug_orders,product,init.162380AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,init.162380AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,Ordered quantities,0.9,0.66,https://cielterminology.org,84893,
init.85000244-5a6c-4ad5-98c1-49f7eaf69fc5,Tramadol Injection vial 100 mg,init.categ_products_drug_orders,product,init.162335AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,init.162335AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,Ordered quantities,0.99,0.78,https://cielterminology.org,85275,100 mg
init.c5e1437f-e7d9-4016-8ceb-ce70056b6c8e,Vitamin C Co 500mg,init.categ_products_drug_orders,product,init.1513AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,init.1513AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,Ordered quantities,1.07,0.9,https://cielterminology.org,71589,500mg
init.ac6c90a6-1070-4ef7-a24a-8a668367b1fa,Vitamin C Sirop 500 mg/ 5 ml,init.categ_products_drug_orders,product,init.162382AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,init.162382AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,Ordered quantities,1.11,0.96,https://cielterminology.org,71589,500 mg/ 5 ml
init.85580d71-7bef-415c-8b88-4168285ace82,Vitamin C Gouttes 100 mg/ml,init.categ_products_drug_orders,product,init.162382AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,init.162382AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,Ordered quantities,1.16,1.02,https://cielterminology.org,71589,100 mg/ml
init.8a54b957-8c4d-4ab6-9e42-575bf5b7be83,Vitamin A,init.categ_products_drug_orders,product,init.162382AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,init.162382AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,Ordered quantities,1.29,1.2,https://cielterminology.org,86339,
init.62a34f17-e83c-4dbc-b53b-9a7f9478501a,RHEZ,init.categ_products_drug_orders,product,init.1513AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,init.1513AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,Ordered quantities,1.46,1.44,https://cielterminology.org,1131,
init.667682cc-6731-4784-acdc-c7fb7c98d15a,RH,init.categ_products_drug_orders,product,init.1513AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,init.1513AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,Ordered quantities,0.5,0.45,https://cielterminology.org,1194,
init.4cf7dd77-2926-4247-9e60-e4968a8c204c,Acetaminophen,init.categ_products_drug_orders,product,init.162381AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,init.162381AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,Ordered quantities,0,0,https://cielterminology.org,70116,
init.2710b35a-dc1d-4728-a0df-05a8596c94e2,Acetaminophen 325 mg,init.categ_products_drug_orders,product,init.162381AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,init.162381AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,Ordered quantities,0,0,https://cielterminology.org,70116,325 mg
init.47552481-dff4-4331-9bac-ab5b4ad52302,Amlodipine,init.categ_products_drug_orders,product,init.162381AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,init.162381AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,Ordered quantities,0,0,https://cielterminology.org,71137,
init.5539d4a5-d710-4f8c-bf26-63513b0180c9,Amlodipine 5mg,init.categ_products_drug_orders,product,init.162381AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,init.162381AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,Ordered quantities,0,0,https://cielterminology.org,71137,5mg
init.f697ac09-01a8-494d-9647-2dfebe8c9e82,Azithromycin,init.categ_products_drug_orders,product,init.162381AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,init.162381AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,Ordered quantities,0,0,https://cielterminology.org,71780,
init.f811b60c-3ff0-4e09-930b-4db23f9092db,Bismuth subsalicylate 300mg,init.categ_products_drug_orders,product,init.162381AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,init.162381AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,Ordered quantities,0,0,https://cielterminology.org,72241,300mg
init.1b7e80de-de88-4dd4-830f-6c9865bf5632,Ceftriaxone 1g,init.categ_products_drug_orders,product,init.162381AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,init.162381AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,Ordered quantities,0,0,https://cielterminology.org,73041,1g
init.f1be6499-9230-464e-94c0-7e2c2d31a0a9,Esomeprazole 20mg,init.categ_products_drug_orders,product,init.162381AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,init.162381AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,Ordered quantities,0,0,https://cielterminology.org,75875,20mg
init.ab6ef903-1b62-49ca-9294-c138b35feea5,Famotidine,init.categ_products_drug_orders,product,init.162381AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,init.162381AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,Ordered quantities,0,0,https://cielterminology.org,76178,
init.f106d794-d698-4c1a-a9d1-7560cea9de52,Hydrochlorothiazide 50mg,init.categ_products_drug_orders,product,init.162381AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,init.162381AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,Ordered quantities,0,0,https://cielterminology.org,77696,50mg
init.2f3982b7-3844-4948-bb6b-808146a58688,Levothyroxine sodium,init.categ_products_drug_orders,product,init.162381AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,init.162381AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,Ordered quantities,0,0,https://cielterminology.org,78809,
init.b5a076a3-4da9-413a-8a70-6292e72c3b42,Levothyroxine sodium 75 mcg,init.categ_products_drug_orders,product,init.162381AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,init.162381AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,Ordered quantities,0,0,https://cielterminology.org,78809,75 mcg
init.03584258-d223-4919-872c-b104e9647e99,Lisinopril,init.categ_products_drug_orders,product,init.162381AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,init.162381AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,Ordered quantities,0,0,https://cielterminology.org,78945,
init.b1d3cefe-25d8-4158-b7dd-24d46d98b473,Lisinopril 10 mg,init.categ_products_drug_orders,product,init.162381AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,init.162381AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,Ordered quantities,0,0,https://cielterminology.org,78945,10 mg
init.dba9ece9-cd6b-4b71-a885-ca93022c29eb,Lisinopril 2.5 mg,init.categ_products_drug_orders,product,init.162381AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,init.162381AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,Ordered quantities,0,0,https://cielterminology.org,78945,2.5 mg
init.bdedec3d-9904-4566-b059-3c706aae84fa,Lisinopril 20 mg,init.categ_products_drug_orders,product,init.162381AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,init.162381AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,Ordered quantities,0,0,https://cielterminology.org,78945,20 mg
init.21fde41c-d148-4557-8e7d-d8ac74441eee,Lisinopril 30 mg,init.categ_products_drug_orders,product,init.162381AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,init.162381AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,Ordered quantities,0,0,https://cielterminology.org,78945,30 mg
init.fc31c4e4-f9cf-4aa2-872b-659f95feb9e7,Lisinopril 40 mg,init.categ_products_drug_orders,product,init.162381AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,init.162381AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,Ordered quantities,0,0,https://cielterminology.org,78945,40 mg
init.410410dc-958f-4258-80b0-25661081e626,Lisinopril 5 mg,init.categ_products_drug_orders,product,init.162381AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,init.162381AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,Ordered quantities,0,0,https://cielterminology.org,78945,5 mg
init.7d8eb0d5-7dd8-4bab-a326-a76bdd03af09,Metformin,init.categ_products_drug_orders,product,init.162381AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,init.162381AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,Ordered quantities,0,0,https://cielterminology.org,79651,
init.e726d4df-d82d-4475-869f-59d04e20e9e0,Metformin 1000mg,init.categ_products_drug_orders,product,init.162381AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,init.162381AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,Ordered quantities,0,0,https://cielterminology.org,79651,1000mg
init.8e8855c6-3552-4e4d-9953-4edd50900d8f,Metformin Co,init.categ_products_drug_orders,product,init.1513AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,init.1513AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,Ordered quantities,0,0,https://cielterminology.org,79651,
init.f98a2038-9e1a-4be2-a1d6-27de88c9d8a4,Metformin Co 1000mg,init.categ_products_drug_orders,product,init.1513AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,init.1513AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,Ordered quantities,0,0,https://cielterminology.org,79651,1000mg
init.64328e2a-7f47-461a-b4ac-d4074366cd52,Metronidazole,init.categ_products_drug_orders,product,init.162381AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,init.162381AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,Ordered quantities,0,0,https://cielterminology.org,79782,
init.a6148467-c4ef-4f0f-b1bf-2ef92be8f272,Metronidazole 250mg,init.categ_products_drug_orders,product,init.162381AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,init.162381AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,Ordered quantities,0,0,https://cielterminology.org,79782,250mg
init.b2598f9d-f23e-4f95-8d86-16f4814b7b8c,Ondansetron,init.categ_products_drug_orders,product,init.162381AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,init.162381AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,Ordered quantities,0,0,https://cielterminology.org,81073,
init.a10f9d02-8a64-4c0c-a7b6-740076e9422b,Oxycodone,init.categ_products_drug_orders,product,init.162381AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,init.162381AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,Ordered quantities,0,0,https://cielterminology.org,81332,
init.c9273434-aa16-482e-9b3c-4647199800e8,Oxycodone/Acetaminophen 5mg+325mg,init.categ_products_drug_orders,product,init.162381AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,init.162381AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,Ordered quantities,0,0,https://cielterminology.org,103281,5mg+325mg
init.0a4d44f4-9309-4c41-9ba2-2b5d5f295c2f,Paracetamol 100mg,init.categ_products_drug_orders,product,init.162381AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,init.162381AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,Ordered quantities,0,0,https://cielterminology.org,70116,100mg
init.2b292a8c-1be2-4e38-b4ed-98dd59d45520,Paracetamol 300mg,init.categ_products_drug_orders,product,init.162381AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,init.162381AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,Ordered quantities,0,0,https://cielterminology.org,70116,300mg
init.a4268810-f3c1-4857-8dd6-5d109b7e8540,Paracetamol 500mg,init.categ_products_drug_orders,product,init.162381AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,init.162381AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,Ordered quantities,0,0,https://cielterminology.org,70116,500mg
init.5d36df33-90b8-4375-a758-6e5d0a2a3f70,Tetracycline,init.categ_products_drug_orders,product,init.162381AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,init.162381AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,Ordered quantities,0,0,https://cielterminology.org,84893,
init.a39032bc-0e19-491c-82cb-a15492115702,Tetracycline 500mg,init.categ_products_drug_orders,product,init.162381AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,init.162381AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,Ordered quantities,0,0,https://cielterminology.org,84893,500mg
