Item Code,Price List,Rate,Currency,UOM
109ca9ff-5a43-42bd-b039-ba08c683ebb5,Standard Selling,1,USD,Container
eff805bf-db0e-4adf-9a3d-9a5039083016,Standard Selling,0.5,USD,Tablet
f8b1ef4c-66b6-4520-addc-ee58dd011c65,Standard Selling,1,USD,Vial
0113c442-4959-430d-a389-8cbafa2b8733,Standard Selling,0.9,USD,Vial
80143eee-aad0-42bc-885c-7b84fa9d9f44,Standard Selling,0.94,USD,Tablet
a491df48-4a2f-4f4a-a1b0-8bde19af5fb3,Standard Selling,0.99,USD,Vial
74ae589d-140f-4b2e-a040-d3ad09148f3f,Standard Selling,1.03,USD,Tablet
d07d5371-355c-4c61-9469-3f354f7edd5e,Standard Selling,1.07,USD,Tube
baa212eb-23a2-43c4-b2ac-badf95eac406,Standard Selling,1.11,USD,Container
daf6e832-5615-44ce-a512-6f1c239245d9,Standard Selling,1.16,USD,Container
f05dd6ca-43d0-45ea-93ef-8d82483bbdc9,Standard Selling,1.2,USD,Tablet
3b3e2029-84c4-4472-85b4-a1f1af0885b6,Standard Selling,1.24,USD,Container
5b420f3b-7584-4934-b457-91d6f94ff6b7,Standard Selling,1.29,USD,Tablet
aa42752c-af45-449c-ae9f-30c6e272cee4,Standard Selling,1.33,USD,Vial
92247357-ccd3-4f83-9362-f40a103f4cd4,Standard Selling,1.37,USD,Tube
c00019ed-8b20-4445-891e-6de8fd9e6d33,Standard Selling,1.41,USD,Vial
5360f695-a3e2-4593-9426-69ef43781877,Standard Selling,1.46,USD,Tablet
b35c87c8-fb39-4ca4-aae9-0986349c5eaf,Standard Selling,0.5,USD,Container
095f2aaa-351b-4848-9039-87bf67e2e97b,Standard Selling,1,USD,Tablet
7a563628-d9c4-4a25-8193-207199051785,Standard Selling,0.5,USD,Tablet
66319a6e-d296-4929-b7ed-b2ff8e108bc9,Standard Selling,1,USD,Container
2421535d-e55e-4fa0-9dd5-039d8a63ed6a,Standard Selling,0.5,USD,Vial
1ea6b0b2-25d7-4279-b4ee-ccbacd60d17a,Standard Selling,1,USD,Tablet
5690d13c-595b-4e29-bc7f-711afc8e7a16,Standard Selling,0.9,USD,Tablet
1f17613f-0e53-4609-9856-558ed43e085d,Standard Selling,0.5,USD,Vial
c933dc30-36f6-471f-bca6-53d8a682dce1,Standard Selling,1,USD,Tablet
2b6dca2c-1499-4724-8648-42d996a57c6d,Standard Selling,0.5,USD,Vial
25dc03a6-b2ca-46d5-8121-43ab025b3e9c,Standard Selling,1,USD,Tube
057862ef-9fe0-40c8-8955-3149b25c4a70,Standard Selling,0.5,USD,Tablet
5650eb5e-97e5-45ed-8b61-46920d3bbc43,Standard Selling,0.9,USD,Vial
17e9b385-de8b-4d60-a7de-c37cbe2a3d1c,Standard Selling,0.94,USD,Vial
e5574e71-17ea-434f-8649-eba766be4087,Standard Selling,0.99,USD,Tube
9e1837cf-0e08-41b0-90c0-11bdd0c4c046,Standard Selling,1.03,USD,Vial
c10cc9b5-c1ec-4d73-9192-9dc6b40e16f9,Standard Selling,1.07,USD,Tablet
d16da6ff-03e6-49d3-998c-c4c0e77d811f,Standard Selling,1.11,USD,Vial
78e814ac-0974-41cc-8283-4487ccf32370,Standard Selling,1.16,USD,Tablet
57b30902-bce2-4279-ac22-b6d3fe5a4308,Standard Selling,1.2,USD,Vial
7a1398d1-4667-4123-8633-db03f53299c2,Standard Selling,1.24,USD,Tablet
01999b32-4e32-4a7b-92b9-515185f60e21,Standard Selling,1.29,USD,Container
79c12ca2-0755-4bf4-b509-8c72239536f9,Standard Selling,1.33,USD,Vial
3099b446-010e-426a-ba02-bf62f1077f2e,Standard Selling,1.37,USD,Nebulizer
0f4627ca-7bb4-414f-a07e-5d24c0d3a442,Standard Selling,1.41,USD,Tablet
d39b535c-9a32-49c1-b339-e512d811c44d,Standard Selling,1.46,USD,Vial
13b68d05-a6c1-43ac-ae12-a68eb8459ab6,Standard Selling,0.5,USD,Vial
e5e8b45b-83db-4a9d-8cd4-398c4e8081fa,Standard Selling,1,USD,Tablet
18ce1953-f81d-4443-8b81-c3ec6d891767,Standard Selling,0.5,USD,Vial
3171aeb3-5475-4ea2-b662-531f0c732716,Standard Selling,1,USD,Vial
bebc4d5f-df7b-485a-9b3b-3420f536cb6f,Standard Selling,0.5,USD,Tablet
bed41e87-9cfc-4d1f-9b44-c23732e6c162,Standard Selling,1,USD,Vial
ff3576e9-5c64-432a-9cc4-de46e808a290,Standard Selling,0.9,USD,Tube
80aded9f-32f0-4d5d-800c-043508f65ad8,Standard Selling,0.94,USD,Tube
85000244-5a6c-4ad5-98c1-49f7eaf69fc5,Standard Selling,0.99,USD,Container
1f543777-ea62-4cd5-b0b8-76edfca2b736,Standard Selling,1.03,USD,Vial
c5e1437f-e7d9-4016-8ceb-ce70056b6c8e,Standard Selling,1.07,USD,Tablet
ac6c90a6-1070-4ef7-a24a-8a668367b1fa,Standard Selling,1.11,USD,Vial
85580d71-7bef-415c-8b88-4168285ace82,Standard Selling,1.16,USD,Vial
af3fce1f-dcb1-4f76-ad4c-b8ebda43070c,Standard Selling,1.2,USD,Container
481e357d-6c45-4c8a-beec-6d8f858f2552,Standard Selling,1.24,USD,Tablet
8a54b957-8c4d-4ab6-9e42-575bf5b7be83,Standard Selling,1.29,USD,Vial
9eb0a661-f27b-472e-a35d-04dc1dba0860,Standard Selling,1.33,USD,Tablet
61444a80-77b6-4986-b9c1-07eab731ce28,Standard Selling,1.37,USD,Tablet
012f0f5d-c76e-4a28-8e60-30c440f5ff62,Standard Selling,1.41,USD,Container
62a34f17-e83c-4dbc-b53b-9a7f9478501a,Standard Selling,1.46,USD,Tablet
667682cc-6731-4784-acdc-c7fb7c98d15a,Standard Selling,0.5,USD,Tablet
