ID,Default Unit of Measure,Item Code,Item Group,Item Name
3cff7277-8c40-40fe-bdee-79c04376447b,Tablet,Zyrtec 10mg,Drugs,Zyrtec 10mg
1f00446e-7247-4c01-88b3-8ca215e29e23,Vial,Zyrtec 1mg / 1ml,Drugs,Zyrtec 1mg / 1ml
2c9027fa-3723-491c-bbed-8989f0d4dabe,Vial,Acetasol 1% + 2%,Drugs,Acetasol 1% + 2%
c6f97741-1f9c-4b25-8af1-dcf3fe720d7a,Tablet,Bactoclav 500mg + 125mg,Drugs,Bactoclav 500mg + 125mg
cd280c73-ebfd-4213-8706-3ebce0019156,Nebulizer,Breo 100mcg + 25mcg,Drugs,Breo 100mcg + 25mcg
e153441b-af4a-4fcf-aa7f-3bc2419520fa,Nebulizer,Breo 200mcg + 25mcg,Drugs,Breo 200mcg + 25mcg
3ac7c011-1168-4eb6-b071-6ee11d1e2b24,Nebulizer,Combivent 18mcg + 103mcg,Drugs,Combivent 18mcg + 103mcg
c5551705-ce62-4054-97e1-7eba697c0b77,Tablet,Malarone 1g + 400mg,Drugs,Malarone 1g + 400mg
6bea54c9-97d5-4a9b-90fe-ee5ac2a9dd1c,Tablet,Malarone 250mg + 100mg,Drugs,Malarone 250mg + 100mg
0ade342f-abe3-4195-bcf4-16e2b502da26,Nebulizer,Proventil 2.5mg,Drugs,Proventil 2.5mg
9bb16770-8205-4360-b7e3-86d2d4cf08fb,Vial,Rocephin 250mg,Drugs,Rocephin 250mg
2819e041-6657-4a27-8472-07563eb6038f,Vial,Acétaminophene Sirop 120mg/5ml,Drugs,Acétaminophene Sirop 120mg/5ml
b89f03d9-a61b-4d4e-9636-5b28fdef4525,Tablet,Acétaminophene Co 500mg,Drugs,Acétaminophene Co 500mg
b61b29d2-41ee-4079-8fbb-a054596b7ae1,Vial,Acétaminophene Gtts 60mg/ml,Drugs,Acétaminophene Gtts 60mg/ml
b5b194a3-efc9-47b0-8406-db87092c23e2,Vial,Rapidal Plus 162.5 mg  + 100 mg,Drugs,Rapidal Plus 162.5 mg  + 100 mg
4eb11496-3275-4087-ab5c-b1e4ea885e99,Tablet,Acide Folique Co 5mg,Drugs,Acide Folique Co 5mg
123c4342-552a-4db9-bb0b-a7d0bd2e5849,Tablet,Acyclovir Co 400mg,Drugs,Acyclovir Co 400mg
45aaf344-e567-4716-be52-4a7a642305c1,Vial,Acyclovir Sirop 200mg,Drugs,Acyclovir Sirop 200mg
a74fe93c-b023-4159-8bd6-5d40a0909636,Tube,Acyclovir creme 3%,Drugs,Acyclovir creme 3%
22269776-0866-4d7f-b4f6-901d31531f83,Tube,Acyclovir ophtalmique 5%,Drugs,Acyclovir ophtalmique 5%
77addc86-5036-4a82-b722-826635e1ce0b,Container,Adrenaline Injection 1 mg,Drugs,Adrenaline Injection 1 mg
37302e59-9824-4ec3-a8f7-6b491a5ee183,Tablet,Albendazole Co 400mg,Drugs,Albendazole Co 400mg
7bf6328a-4194-484e-846f-a98bd41634e8,Vial,Albendazole Sirop 400 mg/10 ml,Drugs,Albendazole Sirop 400 mg/10 ml
39a96958-781f-4d84-a9e8-56f6dfbf9061,Nebulizer,Albuterol Inhalation 2.5mg/3ml,Drugs,Albuterol Inhalation 2.5mg/3ml
c3fb68d0-ba3d-4b94-bcb8-b2286d9b0358,Tablet,Alpha Métyl Dopa Co 250mg,Drugs,Alpha Métyl Dopa Co 250mg
58a9f6d0-1092-4c9c-b195-fbd7e43b39dd,Vial,Aminovit Gtts,Drugs,Aminovit Gtts
c91f7481-cb7b-40ad-92cc-e8f54534de29,Tablet,Amlodipine Co 10mg,Drugs,Amlodipine Co 10mg
1eebc619-5593-44be-9057-041df86b06ae,Vial,Amoxycilline Sirop 125 mg,Drugs,Amoxycilline Sirop 125 mg
d879219a-a74d-4a4a-a893-ebeb5594c629,Tablet,Amoxycilline Co 500mg,Drugs,Amoxycilline Co 500mg
a0f54b5b-0eda-49aa-82be-3634df0de78f,Container,Ampiciline Injection vial 1g,Drugs,Ampiciline Injection vial 1g
c3e48c79-8b02-4442-9480-8f656a353b89,Vial,Othorinol Gouttes 30mg,Drugs,Othorinol Gouttes 30mg
8e89914e-560b-4ac1-851c-ffeb54cb677f,Vial,Apetamine Sirop,Drugs,Apetamine Sirop
a42089dd-e91e-49a3-8c17-8571f2e5a404,Container,Apressoline Injection vial 20 mg,Drugs,Apressoline Injection vial 20 mg
02dd2a8e-1a8f-49cb-bc06-daf9e1af16ba,Tablet,Aspirine Co 81mg,Drugs,Aspirine Co 81mg
dae4050d-c309-4a20-a62e-e84d192e1e87,Tablet,Atenolol Co 50mg,Drugs,Atenolol Co 50mg
2e2bf852-a920-41cd-bc27-65f1da248045,Tablet,Azythromycine Co 500mg,Drugs,Azythromycine Co 500mg
4f93c00b-cf6e-48a1-b1da-ab3551915e25,Vial,Bebe Sirop,Drugs,Bebe Sirop
c872abc2-47ed-4eb2-bd6e-b6dbf6d6a95f,Tube,Benzyl Benzoate Lotion 25%,Drugs,Benzyl Benzoate Lotion 25%
3f9e7636-7443-45bf-a3fb-fd0530d3d43a,Vial,Bromexhine Sirop 4mg/5ml,Drugs,Bromexhine Sirop 4mg/5ml
1d153d70-219e-4683-96c2-c1337a2eea85,Tube,Calamine lotion,Drugs,Calamine lotion
1483054c-f2e7-499c-adf2-7c9a51ccc055,Tablet,Captopril Co 25mg,Drugs,Captopril Co 25mg
368866e6-0b82-4049-8f10-9fc2bbf43066,Container,Ceftriaxone Injection vial 1g,Drugs,Ceftriaxone Injection vial 1g
da1aafd5-78a3-4848-8057-63a424b0aead,Vial,Chloroquine Sirop 25 mg/ 5 ml,Drugs,Chloroquine Sirop 25 mg/ 5 ml
588c4abc-3b4b-43c8-a55f-5e80b2c90f1e,Tablet,Chloroquine Co 250 mg,Drugs,Chloroquine Co 250 mg
9b305550-beb8-4c7b-a800-caab72438430,Tablet,Ciprofloxacin Co 500mg,Drugs,Ciprofloxacin Co 500mg
ee3e761a-3d43-4c51-98a3-cc2bd94946b6,Tablet,Clarithromycine Co 500mg,Drugs,Clarithromycine Co 500mg
1a2354cb-3a85-4af9-8f36-d5146bda46a1,Tablet,Cloxacilline Co 500mg,Drugs,Cloxacilline Co 500mg
ea44b958-6805-40ad-a6e3-7b67aa2fe0d1,Vial,Cloxacilline Sirop 250 mg/5ml,Drugs,Cloxacilline Sirop 250 mg/5ml
1cd391d8-ed72-4c61-a203-faf40bee6921,Tablet,Augmentin Co 625mg,Drugs,Augmentin Co 625mg
f0ab1781-bf08-4c5e-9b32-2d51e1d5a38c,Vial,Bactoclav Sirop 312.5mg,Drugs,Bactoclav Sirop 312.5mg
eb4fedd3-154d-43f8-ad6c-d89930b1e175,Container,Dexamethasone Injection vial 8 mg,Drugs,Dexamethasone Injection vial 8 mg
ec535874-98d9-463c-a12a-42fa070c2f22,Vial,Dextrose Normal Saline 0.9%,Drugs,Dextrose Normal Saline 0.9%
3bc9e3a2-c85a-488b-b9a7-8e5fcafe2f81,Vial,Dextrose Normal Saline 0.45%,Drugs,Dextrose Normal Saline 0.45%
f6438215-66a1-4e8f-a57a-b747981fd8f6,Vial,Dextrose Water 5%,Drugs,Dextrose Water 5%
f8e266ec-24c9-4f64-89b0-33f1a052bd57,Vial,Dextrose Water 10%,Drugs,Dextrose Water 10%
0e8496ea-c8f7-4f08-abef-994e3c3243a2,Tablet,Diazepam Co 5mg,Drugs,Diazepam Co 5mg
2dca268b-fdb8-42f2-85eb-73a884c020ce,Container,Diazepam Injection vial 5 mg,Drugs,Diazepam Injection vial 5 mg
7bedc809-05bd-4baf-bd4b-5a21d9e48a01,Tablet,Diclofenac Co 50mg,Drugs,Diclofenac Co 50mg
2832337e-3ef1-47fa-8a46-2bc6e9910353,Container,Diclofenac Injection vial 75 mg,Drugs,Diclofenac Injection vial 75 mg
62ee5947-bf62-4a42-8c07-0f939f766afe,Container,Dolex Pommade,Drugs,Dolex Pommade
c6f2a3cb-b57f-4537-a179-ea0764d38690,Tablet,Doxicycline Co 100mg,Drugs,Doxicycline Co 100mg
33558e37-627d-475f-b18f-5e5baf0ac0a6,Tablet,Dyphenhydramine Co 25 mg,Drugs,Dyphenhydramine Co 25 mg
a377a5e6-0992-46c5-b5b0-5e3aafa27e16,Vial,Dyphenhydramine Sirop 12.5 mg/5ml,Drugs,Dyphenhydramine Sirop 12.5 mg/5ml
3e3c72db-491c-4690-be8b-1f2528fa3266,Container,Dyphenhydramine Injection vial 20 mg,Drugs,Dyphenhydramine Injection vial 20 mg
f3a1a212-12bc-43bd-b03f-73aeaac1379e,Container,Dypirone Inj vial 1g,Drugs,Dypirone Inj vial 1g
38978734-0960-4c7d-bb1e-725532bc4c6a,Tablet,Enalapril Co 10mg,Drugs,Enalapril Co 10mg
872c01c8-e9c9-478f-b2f6-87acf661ab6c,Container,Ergotamine Injection 2mg,Drugs,Ergotamine Injection 2mg
cbbc7d55-db59-4ea3-9f3b-d3709b1bb82d,Tablet,Erythromicine Co 500mg,Drugs,Erythromicine Co 500mg
74c26d25-3b98-4bf7-b962-3de028b352a7,Vial,Erythromicine Sirop 125mg,Drugs,Erythromicine Sirop 125mg
2b05efc6-833d-4718-9e39-6aab785cbfce,Vial,Fer Up Sirop,Drugs,Fer Up Sirop
114d5a9f-f369-4976-9eb7-1f78050c6a9b,Tablet,Fer Folate Co,Drugs,Fer Folate Co
a67aaa3a-0e89-4bb7-abf0-54eb6edbecad,Vial,Globugen Sirop,Drugs,Globugen Sirop
2f76266a-a841-4147-9401-c6b8409b8ccc,Tablet,Fluconazole Co 150mg,Drugs,Fluconazole Co 150mg
824dcc1b-27b7-459c-8f41-026b3af8dbe4,Vial,Fongobacter Rince Bouche,Drugs,Fongobacter Rince Bouche
109ca9ff-5a43-42bd-b039-ba08c683ebb5,Container,Furosemide Injection vial 20 mg,Drugs,Furosemide Injection vial 20 mg
eff805bf-db0e-4adf-9a3d-9a5039083016,Tablet,Furosemide Co 40mg,Drugs,Furosemide Co 40mg
f8b1ef4c-66b6-4520-addc-ee58dd011c65,Vial,Gastrogel Sirop,Drugs,Gastrogel Sirop
0113c442-4959-430d-a389-8cbafa2b8733,Vial,Dextrose D50,Drugs,Dextrose D50
80143eee-aad0-42bc-885c-7b84fa9d9f44,Tablet,Glybenclamide Co 5mg,Drugs,Glybenclamide Co 5mg
a491df48-4a2f-4f4a-a1b0-8bde19af5fb3,Vial,Griséofulvine Sirop 125mg,Drugs,Griséofulvine Sirop 125mg
74ae589d-140f-4b2e-a040-d3ad09148f3f,Tablet,Hydrochlorothiazide Co 50mg,Drugs,Hydrochlorothiazide Co 50mg
d07d5371-355c-4c61-9469-3f354f7edd5e,Tube,Hydrocortisone creme 1%,Drugs,Hydrocortisone creme 1%
baa212eb-23a2-43c4-b2ac-badf95eac406,Container,Hydrocortisone Injection vial 100 mg,Drugs,Hydrocortisone Injection vial 100 mg
daf6e832-5615-44ce-a512-6f1c239245d9,Container,Hyoscine Butylbromide Injection vial 20 mg,Drugs,Hyoscine Butylbromide Injection vial 20 mg
f05dd6ca-43d0-45ea-93ef-8d82483bbdc9,Tablet,Ibuprofene Co 400 mg,Drugs,Ibuprofene Co 400 mg
3b3e2029-84c4-4472-85b4-a1f1af0885b6,Container,Insuline R 100 UI/1 ml,Drugs,Insuline R 100 UI/1 ml
5b420f3b-7584-4934-b457-91d6f94ff6b7,Tablet,Ketoconazole Co 200 mg,Drugs,Ketoconazole Co 200 mg
aa42752c-af45-449c-ae9f-30c6e272cee4,Vial,Ketoconazole Shampooing 2%,Drugs,Ketoconazole Shampooing 2%
92247357-ccd3-4f83-9362-f40a103f4cd4,Tube,Ketoconazole creme 2%,Drugs,Ketoconazole creme 2%
c00019ed-8b20-4445-891e-6de8fd9e6d33,Vial,Ketoconazole Savon 2%,Drugs,Ketoconazole Savon 2%
5360f695-a3e2-4593-9426-69ef43781877,Tablet,Losartan Co 5mg,Drugs,Losartan Co 5mg
b35c87c8-fb39-4ca4-aae9-0986349c5eaf,Container,MGSO4 25%,Drugs,MGSO4 25%
095f2aaa-351b-4848-9039-87bf67e2e97b,Tablet,Metformin Co 500mg,Drugs,Metformin Co 500mg
7a563628-d9c4-4a25-8193-207199051785,Tablet,Metoclopramide Co 10 mg,Drugs,Metoclopramide Co 10 mg
66319a6e-d296-4929-b7ed-b2ff8e108bc9,Container,Metoclopramide Injection vial 10 mg,Drugs,Metoclopramide Injection vial 10 mg
2421535d-e55e-4fa0-9dd5-039d8a63ed6a,Vial,Metoclopramide Sirop 5 mg/5ml,Drugs,Metoclopramide Sirop 5 mg/5ml
1ea6b0b2-25d7-4279-b4ee-ccbacd60d17a,Tablet,Metoprolol Co 50mg,Drugs,Metoprolol Co 50mg
5690d13c-595b-4e29-bc7f-711afc8e7a16,Tablet,Metronidazole Co 500mg,Drugs,Metronidazole Co 500mg
1f17613f-0e53-4609-9856-558ed43e085d,Vial,Metronidazole Sirop 250mg,Drugs,Metronidazole Sirop 250mg
c933dc30-36f6-471f-bca6-53d8a682dce1,Tablet,Metronidazole et Nystatin Ovules Vaginales 500 mg + 100 000 UI,Drugs,Metronidazole et Nystatin Ovules Vaginales 500 mg + 100 000 UI
2b6dca2c-1499-4724-8648-42d996a57c6d,Vial,Tilvit Sirop,Drugs,Tilvit Sirop
25dc03a6-b2ca-46d5-8121-43ab025b3e9c,Tube,Neomycine creme 5m/g,Drugs,Neomycine creme 5m/g
057862ef-9fe0-40c8-8955-3149b25c4a70,Tablet,Nifedipine Co 20mg,Drugs,Nifedipine Co 20mg
31fe8ffe-3a78-435c-81b2-153fa11deb32,Vial,Normal Saline 0.9%,Drugs,Normal Saline 0.9%
5650eb5e-97e5-45ed-8b61-46920d3bbc43,Vial,Normal Saline 0.45%,Drugs,Normal Saline 0.45%
17e9b385-de8b-4d60-a7de-c37cbe2a3d1c,Vial,Gouttes Nasale 0.9%,Drugs,Gouttes Nasale 0.9%
e5574e71-17ea-434f-8649-eba766be4087,Tube,Nystatin creme vaginale 100 000 UI/g,Drugs,Nystatin creme vaginale 100 000 UI/g
9e1837cf-0e08-41b0-90c0-11bdd0c4c046,Vial,Nystatin Sirop 100 000 ui,Drugs,Nystatin Sirop 100 000 ui
c10cc9b5-c1ec-4d73-9192-9dc6b40e16f9,Tablet,Omeprazole Co 20 mg,Drugs,Omeprazole Co 20 mg
d16da6ff-03e6-49d3-998c-c4c0e77d811f,Vial,Otocare Gouttes,Drugs,Otocare Gouttes
78e814ac-0974-41cc-8283-4487ccf32370,Tablet,Prednisone Co 5 mg,Drugs,Prednisone Co 5 mg
57b30902-bce2-4279-ac22-b6d3fe5a4308,Vial,Primaquine Sirop,Drugs,Primaquine Sirop
7a1398d1-4667-4123-8633-db03f53299c2,Tablet,Primaquine Co 7.5 mg,Drugs,Primaquine Co 7.5 mg
01999b32-4e32-4a7b-92b9-515185f60e21,Container,Ranitidine Injection vial 50 mg,Drugs,Ranitidine Injection vial 50 mg
79c12ca2-0755-4bf4-b509-8c72239536f9,Vial,Ringer Lactate,Drugs,Ringer Lactate
3099b446-010e-426a-ba02-bf62f1077f2e,Nebulizer,Salbutamol Pompe,Drugs,Salbutamol Pompe
0f4627ca-7bb4-414f-a07e-5d24c0d3a442,Tablet,Salbutamol Co 4 mg,Drugs,Salbutamol Co 4 mg
d39b535c-9a32-49c1-b339-e512d811c44d,Vial,Salbutamol Sirop 2 mg/5 ml,Drugs,Salbutamol Sirop 2 mg/5 ml
13b68d05-a6c1-43ac-ae12-a68eb8459ab6,Vial,Di-Gas Gtts 40mg,Drugs,Di-Gas Gtts 40mg
e5e8b45b-83db-4a9d-8cd4-398c4e8081fa,Tablet,Simvastatin Co 20mg,Drugs,Simvastatin Co 20mg
18ce1953-f81d-4443-8b81-c3ec6d891767,Vial,Sorbacid Sirop 375mg,Drugs,Sorbacid Sirop 375mg
3171aeb3-5475-4ea2-b662-531f0c732716,Vial,Ophtalmide Gouttes,Drugs,Ophtalmide Gouttes
bebc4d5f-df7b-485a-9b3b-3420f536cb6f,Tablet,Cotrim Co 960mg,Drugs,Cotrim Co 960mg
bed41e87-9cfc-4d1f-9b44-c23732e6c162,Vial,Cotrim Sirop 240 mg/ 5 ml,Drugs,Cotrim Sirop 240 mg/ 5 ml
ff3576e9-5c64-432a-9cc4-de46e808a290,Tube,Tetracycline Ophtalmique,Drugs,Tetracycline Ophtalmique
80aded9f-32f0-4d5d-800c-043508f65ad8,Tube,Trazidex Onguent Ophtalmique,Drugs,Trazidex Onguent Ophtalmique
85000244-5a6c-4ad5-98c1-49f7eaf69fc5,Container,Tramadol Injection vial 100 mg,Drugs,Tramadol Injection vial 100 mg
1f543777-ea62-4cd5-b0b8-76edfca2b736,Vial,Virufen forte Sirop,Drugs,Virufen forte Sirop
c5e1437f-e7d9-4016-8ceb-ce70056b6c8e,Tablet,Vitamin C Co 500mg,Drugs,Vitamin C Co 500mg
ac6c90a6-1070-4ef7-a24a-8a668367b1fa,Vial,Vitamin C Sirop 500 mg/ 5 ml,Drugs,Vitamin C Sirop 500 mg/ 5 ml
85580d71-7bef-415c-8b88-4168285ace82,Vial,Vitamin C Gouttes 100 mg/ml,Drugs,Vitamin C Gouttes 100 mg/ml
af3fce1f-dcb1-4f76-ad4c-b8ebda43070c,Container,Vitamine B-Complex Injection,Drugs,Vitamine B-Complex Injection
481e357d-6c45-4c8a-beec-6d8f858f2552,Tablet,Vitamine B-Complex Co,Drugs,Vitamine B-Complex Co
8a54b957-8c4d-4ab6-9e42-575bf5b7be83,Vial,Vitamin A,Drugs,Vitamin A
9eb0a661-f27b-472e-a35d-04dc1dba0860,Tablet,Mycrogynon 30,Drugs,Mycrogynon 30
61444a80-77b6-4986-b9c1-07eab731ce28,Tablet,Microlut 30,Drugs,Microlut 30
012f0f5d-c76e-4a28-8e60-30c440f5ff62,Container,Depo Provera,Drugs,Depo Provera
62a34f17-e83c-4dbc-b53b-9a7f9478501a,Tablet,RHEZ,Drugs,RHEZ
667682cc-6731-4784-acdc-c7fb7c98d15a,Tablet,RH,Drugs,RH
